,Číslo záznamu,Typ záznamu,Je součást čeho (číslo záznamu),"typ díla (celé dílo, úryvek, antologie, souborné dílo)",Vztah k originálu (překlad vs. adaptace),Druh adaptace (slovem),Autor/ka + kód autority,Název díla dle titulu (v příslušném písmu),Údaje o odpovědnosti a další informace,Původní název,Jazyk díla,Výchozí jazyk ,Zprostředkovací jazyk,Údaje o zprostředkovacím díle,"Město vydání, země vydání, nakladatel","Edice, svazek",Údaje o časopiseckém vydání,Počet stran,Rok,ISBN,Překladatel/ka,Zdroj či odkaz,Volná poznámka,tecnická poznámka
815,816,část knihy,815.0,celé dílo,překlad,,,Corre voce,,Originál neznámý,ita ,cze,,,,,,,,,,,,
816,817,část knihy,815.0,celé dílo,překlad,,,Viaggio a Ašchabad ovvero Pumpke e i Dalai Lama,,Originál neznámý,ita ,cze,,,,,,,,,,,,
817,818,kniha,,celé dílo,překlad,,"Topol, Jáchym (jn19990209928)",Lavoro notturno,,Noční práce,ita ,cze,,,Roma (Itálie) : Azimut,,,261.0,2006.0,88-6003-023-4,"Angeloni, Laura",http://id.sbn.it/bid/LO11081943,,
818,819,kniha,,celé dílo,překlad,,"Topol, Jáchym (jn19990209928)",L'officina del diavolo,,Chladnou zemí,ita ,cze,,,Rovereto (Itálie) : Zandonai,,,167.0,2012.0,978-88-95538-83-9,"Letizia, Kostner",http://id.sbn.it/bid/LO11406160,,
819,820,kniha,,celé dílo,překlad,,"Topol, Jáchym (jn19990209928)",Artisti e animali del circo socialista,,Kloktat dehet,ita ,cze,,,Torino (Itálie) : Einaudi,,,334.0,2011.0,978-88-06-19382-9,"Angeloni, Laura",http://id.sbn.it/bid/CAG1827137,,
820,821,kniha,,celé dílo,překlad,,"Topol, Jáchym (jn19990209928)",L'incrocio dell'Angelo ,,Anděl,ita ,cze,,,Roma (Itálie) : Azimut,,,149.0,2008.0,"
978-88-6003-065-8","Angeloni, Laura",http://id.sbn.it/bid/RMS2061537,,
821,822,kniha,,souborné dílo,překlad,,"Skácel, Jan (jk01111393)",Il colore del silenzio : poesie 1957-1989,Postfazione di Jaroslaw Mikolajewski,Originál neexistuje,ita ,cze,,,Pesaro (Itálie) : Metauro,,,253.0,2004.0,88-87543-73-9,"Cosentino, Annalisa",http://id.sbn.it/bid/URB0489727,,
822,823,část knihy,821.0,celé dílo,překlad,,,Cadono castagne,,Kaštany padají ,ita ,cze,,,,,,,,,,,,
823,824,část knihy,821.0,celé dílo,překlad,,,Il disegno,,Kresba,ita ,cze,,,,,,,,,,,,
824,825,část knihy,821.0,celé dílo,překlad,,,La sorgente,,Pramen,ita ,cze,,,,,,,,,,,,
825,826,část knihy,821.0,celé dílo,překlad,,,La strada che porta a noi,,Cesta k nám ,ita ,cze,,,,,,,,,,,,
826,827,část knihy,821.0,celé dílo,překlad,,,Quante occasioni ha una rosa,,Kolik příležitostí má růže,ita ,cze,,,,,,,,,,,,
827,828,část knihy,821.0,celé dílo,překlad,,,Il vento di nome Jaromír,,Vítr jménem Jaromír,ita ,cze,,,,,,,,,,,,
828,829,část knihy,821.0,celé dílo,překlad,,,Versi invernali,,Zimní verše,ita ,cze,,,,,,,,,,,,
829,830,část knihy,821.0,celé dílo,překlad,,,Noci,,Ořechy,ita ,cze,,,,,,,,,,,,
830,831,část knihy,821.0,celé dílo,překlad,,,Tutta in bianco,,Celá v bílém,ita ,cze,,,,,,,,,,,,
831,832,část knihy,821.0,celé dílo,překlad,,,Quel che è rimasto dell'angelo ,,Co zbylo z anděla ,ita ,cze,,,,,,,,,,,,
832,833,část knihy,821.0,celé dílo,překlad,,,Autuno in città,,Podzim ve městě ,ita ,cze,,,,,,,,,,,,
833,834,část knihy,821.0,celé dílo,překlad,,,Sera,,Večer,ita ,cze,,,,,,,,,,,,
834,835,část knihy,821.0,celé dílo,překlad,,,Stazioncine,,Malá nádraží,ita ,cze,,,,,,,,,,,,
835,836,část knihy,821.0,celé dílo,překlad,,,Fragile sempre più fragile,,Křehký a ještě křehčí,ita ,cze,,,,,,,,,,,,
836,837,část knihy,821.0,celé dílo,překlad,,,Proverbi,,Přísloví ,ita ,cze,,,,,,,,,,,,
837,838,část knihy,821.0,celé dílo,překlad,,,Paesaggio con pendoli ,,Krajina s kyvadly,ita ,cze,,,,,,,,,,,,
838,839,část knihy,821.0,celé dílo,překlad,,,Tristizia,,Smuténka,ita ,cze,,,,,,,,,,,,
839,840,část knihy,821.0,celé dílo,překlad,,,Mezzogiorno,,Poledne,ita ,cze,,,,,,,,,,,,
840,841,část knihy,821.0,celé dílo,překlad,,,Un momento in gennaio,,Vteřina v lednu,ita ,cze,,,,,,,,,,,,
841,842,část knihy,821.0,celé dílo,překlad,,,Istante,,Chvílie,ita ,cze,,,,,,,,,,,,
842,843,část knihy,821.0,celé dílo,překlad,,,Una lettera,,Dopis,ita ,cze,,,,,,,,,,,,
843,844,část knihy,821.0,celé dílo,překlad,,,Morti e nudi ,,Mrtví a nazí,ita ,cze,,,,,,,,,,,,
844,845,část knihy,821.0,celé dílo,překlad,,,Voce,,Hlas,ita ,cze,,,,,,,,,,,,
845,846,část knihy,821.0,celé dílo,překlad,,,Tristezze,,Smutky,ita ,cze,,,,,,,,,,,,
846,847,část knihy,821.0,celé dílo,překlad,,,Il ponte,,Most,ita ,cze,,,,,,,,,,,,
847,848,část knihy,821.0,celé dílo,překlad,,,Purezza,,Čistota,ita ,cze,,,,,,,,,,,,
848,849,část knihy,821.0,celé dílo,překlad,,,Guerra,,Válka,ita ,cze,,,,,,,,,,,,
849,850,část knihy,821.0,celé dílo,překlad,,,Il giorno adatto per morire,,Den vhodný k umírání ,ita ,cze,,,,,,,,,,,,
850,851,část knihy,821.0,celé dílo,překlad,,,Angeli ,,Andělé,ita ,cze,,,,,,,,,,,,
851,852,část knihy,821.0,celé dílo,překlad,,,Corridori ,,Běžci,ita ,cze,,,,,,,,,,,,
852,853,část knihy,821.0,celé dílo,překlad,,,Ritorno,,Návrat,ita ,cze,,,,,,,,,,,,
853,854,část knihy,821.0,celé dílo,překlad,,,Notturno,,Nokturno,ita ,cze,,,,,,,,,,,,
854,855,část knihy,821.0,celé dílo,překlad,,,Sonno dritto di fronte a noi,,Spánek přímo proti nám ,ita ,cze,,,,,,,,,,,,
855,856,část knihy,821.0,celé dílo,překlad,,,Là,,Tam ,ita ,cze,,,,,,,,,,,,
856,857,část knihy,821.0,celé dílo,překlad,,,Paeesaggio con la testa rivolta all'indietro ,,Krajina s hlavou obrácenou zpátky,ita ,cze,,,,,,,,,,,,
857,858,část knihy,821.0,celé dílo,překlad,,,Ardua estate,,Nesnadné léto,ita ,cze,,,,,,,,,,,,
858,859,část knihy,821.0,celé dílo,překlad,,,Temporali,,Lijáky ,ita ,cze,,,,,,,,,,,,
859,860,část knihy,821.0,celé dílo,překlad,,,Nomi,,Jména,ita ,cze,,,,,,,,,,,,
860,861,část knihy,821.0,celé dílo,překlad,,,Sonetto su chi l'ha strangolato ,,Sonet o těch kteří ji zardousili,ita ,cze,,,,,,,,,,,,
861,862,část knihy,821.0,celé dílo,překlad,,,Sonetto come talismano,,Sonet jako talisman,ita ,cze,,,,,,,,,,,,
862,863,část knihy,821.0,celé dílo,překlad,,,Sonetto con paesaggio in vece di collana,,Sonet s krajinou místo náhrdelníku,ita ,cze,,,,,,,,,,,,
863,864,část knihy,821.0,celé dílo,překlad,,,Mannelli ,,Mitmem,ita ,cze,,,,,,,,,,,,
864,865,část knihy,821.0,celé dílo,překlad,,,Vegliando il corpo,,Ohledání těla,ita ,cze,,,,,,,,,,,,
865,866,část knihy,821.0,celé dílo,překlad,,,Contabilità dell'universo ,,Účtování na vesmírných kontech ,ita ,cze,,,,,,,,,,,,
866,867,část knihy,821.0,celé dílo,překlad,,,Il diffetto delle pesche,,Chyba broskví ,ita ,cze,,,,,,,,,,,,
867,868,část knihy,821.0,celé dílo,překlad,,,Noccioline per un pappagallo nero,,Oříšky pro čerého papouška,ita ,cze,,,,,,,,,,,,
868,869,část knihy,821.0,celé dílo,překlad,,,Sommessa summa di arte poetica,,Tichá suma básnického umění ,ita ,cze,,,,,,,,,,,,
869,870,část knihy,821.0,celé dílo,překlad,,,Il ponte,,Most,ita ,cze,,,,,,,,,,,,
870,871,část knihy,821.0,celé dílo,překlad,,,La ballata di Ječmínek ,,Balada o Ječmínkovi,ita ,cze,,,,,,,,,,,,
871,872,část knihy,821.0,celé dílo,překlad,,,Sera,,Večer,ita ,cze,,,,,,,,,,,,
872,873,část knihy,821.0,celé dílo,překlad,,,Paesaggio invernale del cuore,,Zimní krajina srdce,ita ,cze,,,,,,,,,,,,
873,874,část knihy,821.0,celé dílo,překlad,,,Diritto di cittadinanza,,Domovské právo,ita ,cze,,,,,,,,,,,,
874,875,část knihy,821.0,celé dílo,překlad,,,Kotlářská 35a,,Kotlářská 35a,ita ,cze,,,,,,,,,,,,
875,876,část knihy,821.0,celé dílo,překlad,,,Marsia,,Marsyas,ita ,cze,,,,,,,,,,,,
876,877,část knihy,821.0,celé dílo,překlad,,,Linea retta,,Přímka,ita ,cze,,,,,,,,,,,,
877,878,část knihy,821.0,celé dílo,překlad,,,Poesia,,Báseň,ita ,cze,,,,,,,,,,,,
878,879,část knihy,821.0,celé dílo,překlad,,,Chi beve il vino al buio,,Kdo potmě pije víno,ita ,cze,,,,,,,,,,,,
879,880,část knihy,821.0,celé dílo,překlad,,,Isole,,Ostrovy,ita ,cze,,,,,,,,,,,,
880,881,část knihy,821.0,celé dílo,překlad,,,L'uomo vietato ,,Zakázaný člověk ,ita ,cze,,,,,,,,,,,,
881,882,část knihy,821.0,celé dílo,překlad,,,Tratidla,,Tratidla,ita ,cze,,,,,,,,,,,,
882,883,část knihy,821.0,celé dílo,překlad,,,Viaggiatori nella notte,,Cestující v noci ,ita ,cze,,,,,,,,,,,,
883,884,část knihy,821.0,celé dílo,překlad,,,Viaggio,,Cesta,ita ,cze,,,,,,,,,,,,
884,885,část knihy,821.0,celé dílo,překlad,,,Nel palmo vuoto un sassolino,,Na prázdné dlai kamínek ,ita ,cze,,,,,,,,,,,,
885,886,část knihy,821.0,celé dílo,překlad,,,Tiresia legge una relazione su re Edipo,,Teiresias čte zprávu o králi Oidipovi,ita ,cze,,,,,,,,,,,,
886,887,část knihy,821.0,celé dílo,překlad,,,Sonetto sulla morte di Don Chisciotte,,Sonet o smrti Donna Quijota,ita ,cze,,,,,,,,,,,,
887,888,část knihy,821.0,celé dílo,překlad,,,Sonetto sullo sputo nell'aqua dal ponte,,Sonet o plivání z mostu do vody,ita ,cze,,,,,,,,,,,,
888,889,část knihy,821.0,celé dílo,překlad,,,Quella notte,,Té noci ,ita ,cze,,,,,,,,,,,,
889,890,část knihy,821.0,celé dílo,překlad,,,Quelli che vietano,,Ti kteří zakazují ,ita ,cze,,,,,,,,,,,,
890,891,část knihy,821.0,celé dílo,překlad,,,Mattino,,Jitro,ita ,cze,,,,,,,,,,,,
891,892,část knihy,821.0,celé dílo,překlad,,,Paesaggio con un cavallo nero,,Krajina s černým koněm ,ita ,cze,,,,,,,,,,,,
892,893,část knihy,821.0,celé dílo,překlad,,,Parole,,Slova,ita ,cze,,,,,,,,,,,,
893,894,část knihy,821.0,celé dílo,překlad,,,Nessuno mio dio...,,Nikdo jim bože...,ita ,cze,,,,,,,,,,,,
894,895,část knihy,821.0,celé dílo,překlad,,,Primavera anzitempo ,,Předčasné jaro,ita ,cze,,,,,,,,,,,,
895,896,část knihy,821.0,celé dílo,překlad,,,Il funerale di Jaroslav Seifert,,Pohřeb Jaroslava Seiferta,ita ,cze,,,,,,,,,,,,
896,897,část knihy,821.0,celé dílo,překlad,,,Poesie d'amore,,Milostná ,ita ,cze,,,,,,,,,,,,
897,898,část knihy,821.0,celé dílo,překlad,,,Ogni volta...,,Pokaždé je to...,ita ,cze,,,,,,,,,,,,
898,899,část knihy,821.0,celé dílo,překlad,,,Quando avrò perduto la voce...,,Až ztratím hlas...,ita ,cze,,,,,,,,,,,,
899,900,část knihy,821.0,celé dílo,překlad,,,Nella seconda metà dell'estate,,V druhé půlce léta,ita ,cze,,,,,,,,,,,,
900,901,část knihy,821.0,celé dílo,překlad,,,Di nuovo senza titolo,,Znovu bez názvu ,ita ,cze,,,,,,,,,,,,
901,902,část knihy,821.0,celé dílo,překlad,,,Poesia invernale,,Zimní,ita ,cze,,,,,,,,,,,,
902,903,kniha,,celé dílo,překlad,,,Il difetto delle pesche,,Chyba broskví  ,ita ,cze,,,Roma (Itálie) : Galleria Don Chisciotte,,,65.0,1981.0,,"Richterová, Sylvie",http://id.sbn.it/bid/PUV0833972,,
903,904,kniha,,celé dílo,překlad,,,"Milena di Praga : lettere di Milena Jesenska, 1912-1940",,Dopisy Mileny Jesenské ,ita ,cze,,,Troina (Itálie) : Citta aperta,,,310.0,2002.0,"
88-8137-031-X","Mahlerová, Helena § Canal, Claudio",http://id.sbn.it/bid/MOD0760286,,
904,905,kniha,,celé dílo,překlad,,,Tutto è vita : con otto lettere a Max Brod,A cura di Dorothea Rein,Originál neznámý,ita ,cze,ger,Alles ist Leben,Parma (Itálie) : Guanda ,,,208.0,1984.0,88-7746-240-X,"Donatella, Frediani",http://id.sbn.it/bid/PAV0058040,,
905,906,kniha,,celé dílo,překlad,,,Il nuovo Epitteto ,Kolargramma di Claudio Canal,Nový Epiktet,ita ,cze,,,Porto Valtravaglia (Itálie) : Poldi libri,,,159.0,2008.0,978-88-902274-4-8,"Cantarello, M. Elena § Corduas, Sergio",http://id.sbn.it/bid/RMB0687535,,
906,907,kniha,,celé dílo,překlad,,,Il fegato di prometeo ,Testimone oculare di Vladimír Karfík,Prométheova játra,ita ,cze,,,Porto Valtravaglia (Itálie) : Poldi Libri,,,247.0,2009.0,978-88-902274-5-5,"Cantarello, Maria Elena",http://id.sbn.it/bid/PUV1300618,,
907,908,kniha,,celé dílo,překlad,,"Wagnerová, Alena (jk01151341)",Milena Jesenská : una biografia,,Originál neznámý,ita ,cze,,,Milano (Itálie) : Archinto,,,174.0,2004.0,88-7768-407-0,"Mainoldi, Carlo ",http://id.sbn.it/bid/NAP0316022,,
908,909,kniha,,celé dílo,překlad,,"Jirásková, Marie",Una scelta tradita : Milena Jesenska e la vigilia della guerra,,"
Stručná zpráva o trojí volbě : Milena Jesenská, Joachim von Zedtwitz a Jaroslav Nachtmann v roce 1939 a v čase následujícím",ita,cze,,,"
Udine (Itálie) : Forum",,,117.0,2007.0,9788884204165,"Venturini, Andrea",https://galileodiscovery.unipd.it/permalink/39UPD_INST/prmo4k/alma990015529150206046,,
